"boot_iter","target_corr_kendall","dataset","inv_cdf_type","copula_type","tv_val_1","tv_val_2","ks_stat_1","ks_stat_2","cvm_stat_1","cvm_stat_2","smoothness_1","smoothness_2"
2,-1,"USArrests_df","quantile_8","t",0.16,0.2,0.16,0.2,0.245066666666667,0.362666666666667,0.0267797434821836,0.480379771040054
3,-1,"USArrests_df","quantile_8","t",0.1,0.14,0.1,0.14,0.111466666666667,0.117066666666667,0.0226400666412674,0.466353583667992
4,-1,"USArrests_df","quantile_8","t",0.0800000000000001,0.24,0.08,0.24,0.0962666666666666,0.482666666666667,0.0241252605611833,0.429998263709663
5,-1,"USArrests_df","quantile_8","t",0.14,0.24,0.14,0.24,0.285066666666667,0.878666666666667,0.0201909990226489,0.47716016692658
6,-1,"USArrests_df","quantile_8","t",0.22,0.18,0.22,0.18,0.676266666666667,0.450666666666667,0.0204835827062596,0.407557560254388
7,-1,"USArrests_df","quantile_8","t",0.14,0.12,0.14,0.12,0.170666666666667,0.179466666666667,0.0256096599110834,0.349231127475859
8,-1,"USArrests_df","quantile_8","t",0.3,0.14,0.3,0.14,1.82266666666667,0.149866666666667,0.0204425947213669,0.443786516237203
9,-1,"USArrests_df","quantile_8","t",0.1,0.22,0.1,0.22,0.120266666666667,0.614666666666667,0.0231913856134961,0.440261260355112
10,-1,"USArrests_df","quantile_8","t",0.14,0.18,0.14,0.18,0.340266666666667,0.597066666666667,0.0176499852640539,0.346118173412008
1,-1,"iris_df","quantile_8","t",0.0466666666666667,0.08,0.0466666666666667,0.08,0.154222222222222,0.220533333333333,0.00708550271298167,0.00569560275667173
2,-1,"iris_df","quantile_8","t",0.0866666666666667,0.08,0.0866666666666667,0.08,0.116266666666667,0.617333333333334,0.00691081494441368,0.00745689695667227
3,-1,"iris_df","quantile_8","t",0.08,0.113333333333333,0.08,0.113333333333333,0.223288888888888,0.229511111111111,0.00771544738333744,0.00515401661105629
4,-1,"iris_df","quantile_8","t",0.0733333333333333,0.0866666666666667,0.0733333333333333,0.0866666666666667,0.136444444444444,0.643555555555556,0.00726420722750507,0.0054573111118087
5,-1,"iris_df","quantile_8","t",0.106666666666667,0.0333333333333333,0.106666666666667,0.0333333333333333,0.177066666666666,0.325511111111111,0.00732774647726869,0.006132327128775
6,-1,"iris_df","quantile_8","t",0.0733333333333333,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.118044444444445,0.261688888888889,0.00662203220451735,0.00657215127378714
7,-1,"iris_df","quantile_8","t",0.106666666666667,0.106666666666667,0.106666666666667,0.106666666666667,0.161333333333333,1.644,0.00816617898926919,0.00685912626259006
8,-1,"iris_df","quantile_8","t",0.153333333333333,0.126666666666667,0.153333333333333,0.126666666666667,0.936177777777778,0.335466666666667,0.00659687669020989,0.0083789471970623
9,-1,"iris_df","quantile_8","t",0.14,0.1,0.14,0.1,0.366666666666666,1.09928888888889,0.00659778303316522,0.0059544223565182
10,-1,"iris_df","quantile_8","t",0.0666666666666667,0.113333333333333,0.0666666666666667,0.113333333333333,0.179822222222222,0.365777777777778,0.00744266503764539,0.00593346754245992
1,-1,"airquality_df","quantile_8","t",0.0720720720720721,0.126126126126126,0.0720720720720721,0.126126126126126,0.108676243811379,0.781186591997402,0.211295109632459,0.0399789330742832
2,-1,"airquality_df","quantile_8","t",0.153153153153153,0.108108108108108,0.153153153153153,0.108108108108108,0.456537618699781,0.190000811622433,0.197118011629736,0.0394270818203641
3,-1,"airquality_df","quantile_8","t",0.0900900900900901,0.0540540540540541,0.0900900900900901,0.054054054054054,0.17263209155101,0.175878581283987,0.233950337413855,0.0434891480989594
4,-1,"airquality_df","quantile_8","t",0.0900900900900902,0.135135135135135,0.0900900900900901,0.135135135135135,0.142115088061034,0.19730541352163,0.54768070452797,0.0363039840912035
5,-1,"airquality_df","quantile_8","t",0.0810810810810811,0.0450450450450451,0.0810810810810811,0.045045045045045,0.157048940832725,0.200876552227904,0.515905548084617,0.0424234893158416
6,-1,"airquality_df","quantile_8","t",0.0990990990990991,0.0990990990990991,0.0990990990990991,0.0990990990990991,0.22863403944485,0.177339501663826,0.523897022442903,0.050509943551065
7,-1,"airquality_df","quantile_8","t",0.108108108108108,0.0630630630630631,0.108108108108108,0.0630630630630631,0.357357357357357,0.168087005924844,0.420155463208754,0.0408770634592263
8,-1,"airquality_df","quantile_8","t",0.0720720720720721,0.0270270270270271,0.0720720720720721,0.027027027027027,0.105267429591754,0.142115088061034,0.273638440219685,0.0334557525661159
9,-1,"airquality_df","quantile_8","t",0.063063063063063,0.0990990990990991,0.0630630630630631,0.0990990990990991,0.0989367746124503,0.525687850012174,0.431436107709741,0.0512468359147282
10,-1,"airquality_df","quantile_8","t",0.0810810810810811,0.0720720720720721,0.0810810810810811,0.0720720720720721,0.209317425533642,0.18772826880935,0.448454829388405,0.0337326020000752
1,-1,"faithful_df","quantile_8","t",0.0514705882352941,0.0404411764705882,0.0514705882352941,0.0404411764705882,0.123873630334487,0.159881415801615,0.0078312306442476,0.118893101687771
2,-1,"faithful_df","quantile_8","t",0.113970588235294,0.106617647058824,0.113970588235294,0.106617647058824,0.748008578431372,1.09419153690888,0.00716185203103664,0.121719538658842
3,-1,"faithful_df","quantile_8","t",0.0514705882352941,0.0514705882352942,0.0514705882352941,0.0514705882352941,0.110113898500577,0.117574971164936,0.00810959760896954,0.113231755835087
4,-1,"faithful_df","quantile_8","t",0.0735294117647058,0.110294117647059,0.0735294117647059,0.110294117647059,0.229707324106113,0.985330161476355,0.00774392667177266,0.118172549401809
5,-1,"faithful_df","quantile_8","t",0.0441176470588235,0.121323529411765,0.0441176470588235,0.121323529411765,0.108573024798154,1.33981221164937,0.0118281677962934,0.112532976158991
6,-1,"faithful_df","quantile_8","t",0.0514705882352942,0.0661764705882353,0.0514705882352941,0.0661764705882353,0.134119088811995,0.276230896770474,0.00924778122995617,0.122273956805634
7,-1,"faithful_df","quantile_8","t",0.0919117647058824,0.0588235294117647,0.0919117647058824,0.0588235294117647,0.669721381199539,0.307372765282585,0.00753571518926812,0.116397430092837
8,-1,"faithful_df","quantile_8","t",0.0588235294117647,0.0330882352941177,0.0588235294117647,0.0330882352941177,0.144040152825836,0.143337298154556,0.00912447298752742,0.114385179864791
9,-1,"faithful_df","quantile_8","t",0.0661764705882353,0.125,0.0661764705882353,0.125,0.246629901960785,1.98573565455594,0.00937694740180546,0.108224597446028
10,-1,"faithful_df","quantile_8","t",0.0992647058823529,0.0955882352941176,0.099264705882353,0.0955882352941177,0.468786043829297,0.861168180507497,0.00747896774198735,0.119778475362864
1,-1,"ChickWeight_df","quantile_8","t",0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.691822016818124,0.54363174131855,0.857427236357597,0.137242419781247
2,-1,"ChickWeight_df","quantile_8","t",0.0432525951557093,0.0224913494809688,0.0432525951557093,0.0224913494809689,0.178484053910594,1.40047612776028,1.03224148520933,0.134930308688323
3,-1,"ChickWeight_df","quantile_8","t",0.0484429065743945,0.069204152249135,0.0484429065743944,0.0692041522491349,0.199616463723695,3.98865754321269,0.846546819645941,0.13735101351969
4,-1,"ChickWeight_df","quantile_8","t",0.060553633217993,0.0536332179930796,0.060553633217993,0.0536332179930796,0.488609651065799,0.721652837809252,0.974717465772418,0.137017179372614
5,-1,"ChickWeight_df","quantile_8","t",0.0449826989619377,0.0173010380622838,0.0449826989619377,0.0173010380622837,0.287540458886587,1.5773537992441,1.03906165197372,0.135998827013505
6,-1,"ChickWeight_df","quantile_8","t",0.0397923875432526,0.0415224913494809,0.0397923875432526,0.041522491349481,0.148868747580449,1.68757757530042,0.967151759062825,0.137996083073797
7,-1,"ChickWeight_df","quantile_8","t",0.0467128027681661,0.0467128027681661,0.0467128027681661,0.0467128027681661,0.353643594624904,0.845651592613433,0.856221753589393,0.138422088152354
8,-1,"ChickWeight_df","quantile_8","t",0.0397923875432526,0.0432525951557094,0.0397923875432526,0.0432525951557093,0.16558909336175,0.891687918806845,0.663403141003837,0.138076653530597
9,-1,"ChickWeight_df","quantile_8","t",0.0311418685121107,0.0726643598615917,0.0311418685121107,0.0726643598615917,0.123779249130957,0.684536423973211,1.13100050337544,0.134809587116228
