"","n","target_corr_kendall","distribution_1","distribution_2","inv_cdf_type","copula_type","tv_val_1","tv_val_2","ks_stat_1","ks_stat_2","cvm_stat_1","cvm_stat_2","smoothness_1","smoothness_2"
"D...428",100,-1,"beta","log_normal","quantile_8","t",0.15491,0.07568,0.154250000000015,0.0735100000000043,0.838196661633334,0.106260345533333,0.00129532169647745,0.0976791952536738
"D...429",100,-1,"beta","log_normal","poly","gaussian",0.12777,0.098,0.129110000000016,0.0955500000000079,0.316306779333333,0.227124514933333,0.000619757366752567,0.0107274573628876
"D...430",100,-1,"beta","log_normal","poly","t",0.13549,0.16661,0.134309999999997,0.16653999999994,0.227958566433333,0.436220816533333,0.000664399991602043,0.0696569290074259
"D...431",100,-1,"beta","log_normal","akima","gaussian",0.09279,0.14356,0.0918200000000263,0.145550000000002,0.167271172033333,0.228180311433333,0.000960568586220961,0.0161288810086021
"D...432",100,-1,"beta","log_normal","akima","t",0.19001,0.18318,0.192159999999907,0.185260000000059,1.07553113083333,0.869895842233333,0.00107918824674881,0.0193650356039965
"D...433",100,-1,"beta","beta","quantile_1","gaussian",0.10312,0.13339,0.103949999999975,0.132069999999978,0.174722516733333,0.446133662933333,0.00453782469853646,0.00301920015310806
"D...434",100,-1,"beta","beta","quantile_1","t",0.13171,0.12692,0.130210000000005,0.126589999999999,0.318733730533333,0.306481025333334,0.00506191850998666,0.00359236539722709
"D...435",100,-1,"beta","beta","quantile_4","gaussian",0.05418,0.09047,0.0534500000000113,0.0897300000000427,0.0461454864333333,0.181053783433333,0.000797633896391171,0.00139219861766311
"D...436",100,-1,"beta","beta","quantile_4","t",0.09334,0.13289,0.0941800000000092,0.13368,0.162793894233333,0.310121445533333,0.00103314406436754,0.000825851194443776
"D...437",100,-1,"beta","beta","quantile_7","gaussian",0.12485,0.14114,0.123820000000026,0.140180000000003,0.379144732333333,0.550364716633333,0.00144873768680399,0.000754356403410617
"D...438",100,-1,"beta","beta","quantile_7","t",0.0742,0.12083,0.0731300000000207,0.12153000000003,0.0734493953333333,0.330024633233334,0.00155472310794689,0.00134509618223534
"D...439",100,-1,"beta","beta","quantile_8","gaussian",0.11938,0.0965199999999999,0.119740000000011,0.0974400000000348,0.337807837533333,0.267316034233333,0.000735890671511427,0.00134863886540495
"D...440",100,-1,"beta","beta","quantile_8","t",0.09041,0.15774,0.0920999999999652,0.155270000000012,0.0823072080333333,0.399690863433333,0.00135443428709839,0.000780903350079426
"D...441",100,-1,"beta","beta","poly","gaussian",0.09311,0.11813,0.0936499999999468,0.11764000000006,0.189951937933333,0.330158982033333,0.00124790392198587,0.00065687757955665
"D...442",100,-1,"beta","beta","poly","t",0.12218,0.08359,0.123239999999915,0.086080000000007,0.436354059733333,0.108352160233333,0.00105594401096741,0.000369130493591901
"D...443",100,-1,"beta","beta","akima","gaussian",0.08782,0.11548,0.0887500000000101,0.114060000000001,0.102008034633333,0.253749612633333,0.00200242100334658,0.000720439908764689
"D...444",100,-1,"beta","beta","akima","t",0.12279,0.08128,0.124400000000036,0.0808900000000317,0.301948662933333,0.136803933233333,0.00095603529288432,0.00060321230195445
"D...445",100,-1,"beta","student_t","quantile_1","gaussian",0.13385,0.09273,0.13612999999999,0.0961000000000427,0.298255282833333,0.113444153933333,0.0033195294578706,0.731430342227518
"D...446",100,-1,"beta","student_t","quantile_1","t",0.10735,0.17168,0.107290000000021,0.17020999999992,0.188467386833333,0.740563202533334,0.00321382905431212,0.588032316419365
"D...447",100,-1,"beta","student_t","quantile_4","gaussian",0.09746,0.10834,0.0980099999999192,0.109299999999974,0.234537362533333,0.149519325433333,0.00195967202941406,0.0251628273006116
"D...448",100,-1,"beta","student_t","quantile_4","t",0.12595,0.09535,0.126189999999947,0.101069999999979,0.279862033733333,0.174200605933333,0.000832206245889473,0.184178410489719
"D...449",100,-1,"beta","student_t","quantile_7","gaussian",0.08564,0.10939,0.0865899999999698,0.110489999999973,0.0903239139333333,0.147178084033333,0.00100871607663077,0.0630123604066884
"D...450",100,-1,"beta","student_t","quantile_7","t",0.17113,0.10913,0.172450000000034,0.110239999999993,0.787132102833333,0.244603621933333,0.000831203996959277,0.034507186115524
"D...451",100,-1,"beta","student_t","quantile_8","gaussian",0.08615,0.14591,0.0845300000000553,0.144009999999975,0.190385490833333,0.339221614033333,0.000966540580186984,0.0780561469023557
"D...452",100,-1,"beta","student_t","quantile_8","t",0.12388,0.08939,0.125340000000005,0.0896200000000686,0.341594120733333,0.130362128233333,0.00143278198310775,0.0421290317914952
"D...453",100,-1,"beta","student_t","poly","gaussian",0.12817,0.14199,0.127549999999941,0.137959999999998,0.496404891433333,0.271560420233333,0.000571655500949608,0.068134849339232
"D...454",100,-1,"beta","student_t","poly","t",0.13892,0.1247,0.137220000000073,0.124869999999995,0.435400959033333,0.190813699533333,0.00101416154921878,0.0289674395292556
"D...455",100,-1,"beta","student_t","akima","gaussian",0.11552,0.09115,0.116149999999971,0.0927700000000052,0.326054608633334,0.224869756333333,0.00119057721050437,0.103023300144133
"D...456",100,-1,"beta","student_t","akima","t",0.09794,0.1302,0.0950800000000033,0.131329999999958,0.112771826633333,0.281065067833333,0.000847244571989443,0.962549438690177
"D...457",100,-1,"beta","mixture1","quantile_1","gaussian",0.12079,0.09381,0.119940000000035,0.0922600000000204,0.229422565533333,0.137896530233333,0.00525425880203172,0.0534371810585319
"D...458",100,-1,"beta","mixture1","quantile_1","t",0.08245,0.13281,0.0809000000000683,0.135309999999957,0.138219098633333,0.361261224533333,0.00358779624204691,0.062317899326226
"D...459",100,-1,"beta","mixture1","quantile_4","gaussian",0.07655,0.11367,0.0766300000000057,0.111300000000035,0.0697367230333333,0.237441036833333,0.000982009929105086,0.0160659206737887
"D...460",100,-1,"beta","mixture1","quantile_4","t",0.1794,0.17501,0.176759999999986,0.173300000000052,1.17096057443333,0.687372049633334,0.00149357716048,0.0175294251608731
"D...461",100,-1,"beta","mixture1","quantile_7","gaussian",0.09814,0.07101,0.0974900000000062,0.0686100000000727,0.292912465433333,0.0947674075333333,0.00106370353243588,0.0153186066268269
"D...462",100,-1,"beta","mixture1","quantile_7","t",0.13874,0.11339,0.140780000000074,0.110670000000006,0.839210551733334,0.293890575733333,0.000840547391571633,0.0163906440573213
"D...463",100,-1,"beta","mixture1","quantile_8","gaussian",0.09319,0.09163,0.0917499999999821,0.0895899999999741,0.148058294433333,0.130441155433333,0.00110716329686748,0.0140564701438283
"D...464",100,-1,"beta","mixture1","quantile_8","t",0.11167,0.08991,0.115590000000015,0.0882600000000123,0.294811232633333,0.147516287233333,0.00113826419385493,0.00931421124506613
"D...465",100,-1,"beta","mixture1","poly","gaussian",0.11953,0.1204,0.118369999999982,0.121420000000039,0.203431713433333,0.664817120833333,0.000884189126054486,0.00871114255313689
"D...466",100,-1,"beta","mixture1","poly","t",0.0987600000000001,0.06468,0.102649999999946,0.0627300000000069,0.150946701733333,0.0564748269333333,0.00069309091506478,0.00844699268086193
"D...467",100,-1,"beta","mixture1","akima","gaussian",0.06881,0.13732,0.0694500000000117,0.13431999999998,0.116988097133333,0.279341162233333,0.000853096904608983,0.0190121381628727
"D...468",100,-1,"beta","mixture1","akima","t",0.08583,0.18441,0.0885299999999992,0.182889999999923,0.103006366633333,0.828422487333333,0.00141774768380877,0.0188018235205474
"D...469",100,-1,"beta","mixture2","quantile_1","gaussian",0.13504,0.13049,0.135419999999939,0.130839999999974,0.411574887133333,0.329911067233333,0.00542340974857471,0.0691051668094018
"D...470",100,-1,"beta","mixture2","quantile_1","t",0.18483,0.13805,0.184009999999938,0.137049999999961,0.636530406833333,0.207949084533333,0.00516040039564273,0.0348141913405664
"D...471",100,-1,"beta","mixture2","quantile_4","gaussian",0.06925,0.0907600000000001,0.0688199999999659,0.088859999999979,0.0915280203333334,0.206807625433333,0.00143008173581001,0.00830991893900659
"D...472",100,-1,"beta","mixture2","quantile_4","t",0.14011,0.08942,0.138279999999974,0.0857099999999734,0.468248116133333,0.128191793833333,0.000724047826171225,0.00678852345739089
"D...473",100,-1,"beta","mixture2","quantile_7","gaussian",0.11892,0.12124,0.116019999999985,0.121440000000001,0.244155964033333,0.257294164433333,0.0016199343201254,0.00939932334990728
"D...474",100,-1,"beta","mixture2","quantile_7","t",0.15845,0.10456,0.158920000000081,0.10791999999995,0.571016443033333,0.166761824333333,0.000837339546724037,0.00658282809846444
"D...475",100,-1,"beta","mixture2","quantile_8","gaussian",0.12581,0.12354,0.125070000000019,0.124429999999929,0.298212154633333,0.290942637833333,0.00113498808518856,0.0122469477612753
"D...476",100,-1,"beta","mixture2","quantile_8","t",0.11643,0.0791,0.118280000000001,0.0777999999999966,0.288816580233333,0.0706748444333333,0.000892115950709686,0.00845678166375891
"D...477",100,-1,"beta","mixture2","poly","gaussian",0.11173,0.09444,0.114020000000061,0.0934700000000058,0.424831996633333,0.166769591433333,0.000571175429814897,0.00437943750816357
"D...478",100,-1,"beta","mixture2","poly","t",0.19384,0.18458,0.192620000000247,0.1879799999999,1.26900526993333,0.677180873133333,0.00049755342894651,0.00460449675376469
"D...479",100,-1,"beta","mixture2","akima","gaussian",0.11646,0.05329,0.115899999999996,0.0541099999999874,0.340131916833333,0.0486313823333334,0.00103609540817877,0.0196312915678876
"D...480",100,-1,"beta","mixture2","akima","t",0.14121,0.11974,0.139609999999924,0.115350000000018,0.538431239133333,0.264703744433333,0.00109189672599955,0.0124916977480346
"D...481",100,-1,"student_t","normal","quantile_1","gaussian",0.11545,0.13097,0.119689999999982,0.130450000000096,0.451102928933333,0.457395269233333,1.13814585249488,0.0216498149330079
"D...482",100,-1,"student_t","normal","quantile_1","t",0.11165,0.12181,0.112650000000015,0.124509999999971,0.289819279233333,0.288455039233333,0.0848663748012056,0.0385147403552685
"D...483",100,-1,"student_t","normal","quantile_4","gaussian",0.06803,0.06266,0.0678699999999763,0.0605900000000044,0.0788407990333333,0.0420311013333334,0.0566802099149915,0.00816342399019039
"D...484",100,-1,"student_t","normal","quantile_4","t",0.1076,0.21843,0.109799999999988,0.217450000000094,0.312372189533333,1.57041763273333,0.1122149532274,0.0147076465531463
"D...485",100,-1,"student_t","normal","quantile_7","gaussian",0.1022,0.09571,0.100569999999986,0.0959600000000347,0.168513358233333,0.187799805733333,0.154719920505702,0.0114622200511297
"D...486",100,-1,"student_t","normal","quantile_7","t",0.14838,0.21365,0.15058999999996,0.212469999999989,0.667011862433333,0.955606614033333,0.130108731127873,0.00979677022772674
"D...487",100,-1,"student_t","normal","quantile_8","gaussian",0.14619,0.12251,0.146209999999962,0.12368999999997,0.304431311233333,0.233826998233333,0.0273056201147148,0.00809670986522363
"D...488",100,-1,"student_t","normal","quantile_8","t",0.0774,0.11584,0.0791399999999991,0.119299999999956,0.0903014948333334,0.294949499033333,0.982261097025727,0.00557026885401883
"D...489",100,-1,"student_t","normal","poly","gaussian",0.13993,0.06212,0.140560000000018,0.0628500000000089,0.570477413933334,0.0351009705333334,0.0279399239117884,0.00553180852926213
"D...490",100,-1,"student_t","normal","poly","t",0.09119,0.09926,0.0902499999999891,0.101889999999943,0.0945225743333334,0.312008607733333,0.180330515386849,0.00716122313327451
"D...491",100,-1,"student_t","normal","akima","gaussian",0.11507,0.07592,0.111600000000006,0.073839999999961,0.174634498933333,0.111362746833333,0.155371847639561,0.00590373075357615
"D...492",100,-1,"student_t","normal","akima","t",0.12119,0.0988700000000001,0.119169999999943,0.0963500000000052,0.323208793033333,0.206263359533333,0.206257052605227,0.00832106205179925
"D...493",100,-1,"student_t","exponential","quantile_1","gaussian",0.1941,0.14496,0.197309999999719,0.144739999999991,1.32364553593333,0.330778341633333,0.116038324460417,0.0430756067825232
"D...494",100,-1,"student_t","exponential","quantile_1","t",0.08742,0.08685,0.0864199999999965,0.087769999999967,0.119294343733333,0.100042270533333,0.141876415159938,0.0184967399607795
"D...495",100,-1,"student_t","exponential","quantile_4","gaussian",0.1217,0.0981500000000001,0.122330000000001,0.0984599999999922,0.247676165833333,0.194898207633333,0.0307034899115511,0.0205626047387673
"D...496",100,-1,"student_t","exponential","quantile_4","t",0.12567,0.13286,0.126779999999971,0.135209999999992,0.405896556833333,0.423081663033333,0.112433675039697,0.00767757575568873
"D...497",100,-1,"student_t","exponential","quantile_7","gaussian",0.08123,0.10275,0.0801399999999989,0.102599999999982,0.0825748608333333,0.220098538933333,0.0457526125546723,0.034357289929126
"D...498",100,-1,"student_t","exponential","quantile_7","t",0.1917,0.16332,0.192339999999863,0.163510000000044,1.06937333673333,0.747940028833333,0.0277704152866159,0.0107823408400844
"D...499",100,-1,"student_t","exponential","quantile_8","gaussian",0.08979,0.0773400000000001,0.0906599999999579,0.0758100000000764,0.178240279833333,0.163775236933333,0.125082493408546,0.00557096927125886
"D...500",100,-1,"student_t","exponential","quantile_8","t",0.08451,0.12796,0.0845100000000423,0.130370000000016,0.112570117633333,0.315802405933333,0.0868377315835446,0.0161059858222459
"D...501",100,-1,"student_t","exponential","poly","gaussian",0.17576,0.1387,0.17629999999998,0.138999999999966,0.899100903933334,0.452162076433333,0.0398369189722618,0.0187806776636975
"D...502",100,-1,"student_t","exponential","poly","t",0.11345,0.07227,0.113909999999946,0.0716799999999755,0.236337043633333,0.110116402233333,0.079780693468177,0.00599264704204824
"D...503",100,-1,"student_t","exponential","akima","gaussian",0.11806,0.10265,0.119600000000025,0.100849999999947,0.182659620133333,0.223889783933333,0.0445969829853962,0.0139518003073546
"D...504",100,-1,"student_t","exponential","akima","t",0.0685,0.11675,0.0667700000000412,0.112569999999965,0.0751704617333334,0.197286332933333,0.193665450054591,0.0156528889155246
"D...505",100,-1,"student_t","uniform","quantile_1","gaussian",0.10306,0.13235,0.103170000000058,0.130009999999967,0.197919221133333,0.294349259133333,0.642543822290445,0.00406366292919643
"D...506",100,-1,"student_t","uniform","quantile_1","t",0.0956,0.13267,0.0987400000000474,0.13567999999993,0.142857617233333,0.387307533733333,0.156248293399618,0.00434401456613832
"D...507",100,-1,"student_t","uniform","quantile_4","gaussian",0.0964400000000001,0.0853,0.097489999999977,0.085160000000025,0.146932161633333,0.136842773033333,0.0496774334110408,0.00104673796452232
"D...508",100,-1,"student_t","uniform","quantile_4","t",0.10531,0.08658,0.100690000000005,0.0885499999999947,0.192616357733333,0.163392166833333,0.194379177150563,0.00102360127461885
"D...509",100,-1,"student_t","uniform","quantile_7","gaussian",0.07433,0.11716,0.0744099999999869,0.119659999999949,0.0820183335333333,0.248176687033333,0.191627514034927,0.00103394305466494
"D...510",100,-1,"student_t","uniform","quantile_7","t",0.11271,0.11518,0.115049999999995,0.119010000000031,0.282347757633333,0.247752868833333,0.0488930517529665,0.000834297649800403
"D...511",100,-1,"student_t","uniform","quantile_8","gaussian",0.06503,0.09403,0.0655600000000069,0.0930500000000076,0.0872057395333333,0.201669658033333,0.4472955497726,0.000911108063067304
"D...512",100,-1,"student_t","uniform","quantile_8","t",0.22349,0.07733,0.222370000000225,0.0760499999999391,1.32263840253333,0.132236783233333,0.0408548128185384,0.000894053490195384
"D...513",100,-1,"student_t","uniform","poly","gaussian",0.07715,0.11035,0.0788199999999326,0.114229999999951,0.122123628033333,0.224273038533333,0.0516860406202398,0.000357193021082784
"D...514",100,-1,"student_t","uniform","poly","t",0.14269,0.14168,0.141750000000005,0.138110000000054,0.469117865033333,0.659795818833333,0.073510585649472,0.00030677354597357
"D...515",100,-1,"student_t","uniform","akima","gaussian",0.10417,0.12665,0.103599999999987,0.124599999999985,0.154311840733333,0.313604315433333,0.203496755556086,0.000941521652572926
