"","target_corr_kendall","dataset","inv_cdf_type","s1","s2","tv1","tv2"
"1247",0.7,"airquality_df","poly",0.160672092832064,0.021461350878309,0.117117117117117,0.0990990990990991
"1248",0.7,"faithful_df","poly",0.00364223086538732,0.0424775750347657,0.0845588235294118,0.0808823529411765
"1249",0.7,"ChickWeight_df","poly",0.396230766095594,1.638539906373,0.0432525951557093,0.150519031141869
"1250",0.7,"diamonds_df","poly",0.00390670736921247,26.6237817314325,0.0752,0.0202
"1251",0.7,"trees_df","akima",0.0135091247924941,0.0194140186269914,0.161290322580645,0.129032258064516
"1252",0.7,"mtcars_df","akima",0.0254008221764357,0.59793872000693,0.125,0.1875
"1253",0.7,"swiss_df","akima",0.100937763145331,0.110143857430946,0.106382978723404,0.106382978723404
"1254",0.7,"rock_df","akima",47.061647996696,7.63666801593118,0.166666666666667,0.166666666666667
"1255",0.7,"USArrests_df","akima",0.0148122132041053,0.347128639933314,0.16,0.1
"1256",0.7,"iris_df","akima",0.00441642986024575,0.0039016964169234,0.1,0.24
"1257",0.7,"airquality_df","akima",0.214505477821305,0.0376700679841617,0.0990990990990991,0.117117117117117
"1258",0.7,"faithful_df","akima",0.00900929081982995,0.0630731890526877,0.0772058823529412,0.0698529411764706
"1259",0.7,"ChickWeight_df","akima",0.804795870452275,0.00478608520819306,0.0432525951557093,0.0916955017301038
"1260",0.7,"diamonds_df","akima",0.0470013328139168,31.9957413385646,0.0548,0.0154
"1261",0.8,"trees_df","quantile_1",0.143944428706601,0.217987293996946,0.258064516129032,0.0967741935483871
"1262",0.8,"mtcars_df","quantile_1",0.189332799676342,3.16842368507231,0.3125,0.25
"1263",0.8,"swiss_df","quantile_1",0.515260058414708,0.647431544240956,0.191489361702128,0.106382978723404
"1264",0.8,"rock_df","quantile_1",100.461600497191,33.5563560956755,0.125,0.125
"1265",0.8,"USArrests_df","quantile_1",0.12750167653487,2.3853785259524,0.12,0.26
"1266",0.8,"iris_df","quantile_1",0.0209756777533774,0.0159895743574186,0.153333333333333,0.0466666666666666
"1267",0.8,"airquality_df","quantile_1",1.71784138823914,0.132455116870734,0.108108108108108,0.126126126126126
"1268",0.8,"faithful_df","quantile_1",0.0173850573244409,0.246002909045631,0.0661764705882353,0.0772058823529411
"1269",0.8,"ChickWeight_df","quantile_1",1.38110700336764,0.201593249477825,0.0570934256055363,0.0501730103806228
"1270",0.8,"diamonds_df","quantile_1",0.0345649391085345,32.2847995538167,0.0208,0.0262
"1271",0.8,"trees_df","quantile_4",0.0184008295966216,0.0268575446686146,0.32258064516129,0.0645161290322581
"1272",0.8,"mtcars_df","quantile_4",0.028604335732316,0.586713441275934,0.25,0.125
"1273",0.8,"swiss_df","quantile_4",0.101567581418209,0.128863235869579,0.191489361702128,0.191489361702128
"1274",0.8,"rock_df","quantile_4",20.9481689263814,7.47177760632131,0.145833333333333,0.104166666666667
"1275",0.8,"USArrests_df","quantile_4",0.0214392422240692,0.424956890583976,0.16,0.1
"1276",0.8,"iris_df","quantile_4",0.00675051182382665,0.00552733325898316,0.12,0.0933333333333333
"1277",0.8,"airquality_df","quantile_4",0.204591028032209,0.0331187009310054,0.0990990990990992,0.108108108108108
"1278",0.8,"faithful_df","quantile_4",0.00916011058477931,0.110346529482559,0.0551470588235293,0.0477941176470588
"1279",0.8,"ChickWeight_df","quantile_4",1.47954763556151,0.137059041420134,0.0363321799307958,0.0501730103806228
"1280",0.8,"diamonds_df","quantile_4",0.0435142614660524,32.3409438391688,0.0392,0.015
"1281",0.8,"trees_df","quantile_7",0.0225910960272286,0.0315570978456091,0.161290322580645,0.161290322580645
"1282",0.8,"mtcars_df","quantile_7",0.0271916259654833,0.495363103171485,0.125,0.15625
