"","target_corr_kendall","dataset","inv_cdf_type","s1","s2"
"897",0.2,"airquality_df","poly",0.216370877731146,0.0256162368348377
"898",0.2,"faithful_df","poly",0.00325815184539543,0.0279401945410139
"899",0.2,"ChickWeight_df","poly",0.433463107527252,0.0841548616130681
"900",0.2,"diamonds_df","poly",0.00357332522631385,25.6247633258733
"901",0.2,"trees_df","akima",0.0199994397293315,0.0178817878982596
"902",0.2,"mtcars_df","akima",0.0311939214744655,0.441727416546045
"903",0.2,"swiss_df","akima",0.0966299468626649,0.0784253388081475
"904",0.2,"rock_df","akima",13.0489681998814,6.41098002147785
"905",0.2,"USArrests_df","akima",0.0197591373633733,0.391134892516232
"906",0.2,"iris_df","akima",0.00495487048752205,0.00354128078112642
"907",0.2,"airquality_df","akima",0.177524355047674,0.0352394509786663
"908",0.2,"faithful_df","akima",0.00595688927343628,0.0545478610473861
"909",0.2,"ChickWeight_df","akima",0.751027600985698,0.00294634477573291
"910",0.2,"diamonds_df","akima",0.0482914336689823,34.7330641427535
"911",0.3,"trees_df","quantile_1",0.0841894852850335,0.229293745474876
"912",0.3,"mtcars_df","quantile_1",0.273031664421455,3.84009420168132
"913",0.3,"swiss_df","quantile_1",0.491370360934745,0.760688638221022
"914",0.3,"rock_df","quantile_1",93.8462697863584,35.9086240155388
"915",0.3,"USArrests_df","quantile_1",0.131753109747058,2.38327729649629
"916",0.3,"iris_df","quantile_1",0.0209756777533774,0.0159895743574184
"917",0.3,"airquality_df","quantile_1",1.0659730874992,0.146785335480992
"918",0.3,"faithful_df","quantile_1",0.0158961981608709,0.245578512496083
"919",0.3,"ChickWeight_df","quantile_1",1.38834312578392,0.201593249477825
"920",0.3,"diamonds_df","quantile_1",0.045202447913465,34.3411033532091
"921",0.3,"trees_df","quantile_4",0.0195760581544817,0.0317249880869179
"922",0.3,"mtcars_df","quantile_4",0.0357328488132206,0.280172651291212
"923",0.3,"swiss_df","quantile_4",0.104183625690495,0.11813921338192
"924",0.3,"rock_df","quantile_4",16.422592634753,7.06152922493878
"925",0.3,"USArrests_df","quantile_4",0.0194506101205523,0.420414934891506
"926",0.3,"iris_df","quantile_4",0.00768169504934608,0.0049845056937725
"927",0.3,"airquality_df","quantile_4",0.567797973602764,0.0466059222819513
"928",0.3,"faithful_df","quantile_4",0.00751794204861682,0.123934904986903
"929",0.3,"ChickWeight_df","quantile_4",1.13751675254272,0.137312792468862
"930",0.3,"diamonds_df","quantile_4",0.0448660667497002,32.2993746418333
"931",0.3,"trees_df","quantile_7",0.021858554333804,0.0312850463430313
"932",0.3,"mtcars_df","quantile_7",0.0312391584812576,0.324806486588012
"933",0.3,"swiss_df","quantile_7",0.0937234063871076,0.112344981185002
"934",0.3,"rock_df","quantile_7",17.0433645790456,6.43200650375206
"935",0.3,"USArrests_df","quantile_7",0.0213644296468487,0.434636844478465
"936",0.3,"iris_df","quantile_7",0.0072906411330961,0.0065413947685815
"937",0.3,"airquality_df","quantile_7",0.432201823279009,0.0459664475116551
"938",0.3,"faithful_df","quantile_7",0.00902108635558391,0.116553700773504
"939",0.3,"ChickWeight_df","quantile_7",0.98574860114561,0.136553764227646
"940",0.3,"diamonds_df","quantile_7",0.0193969803713969,32.4318940294
"941",0.3,"trees_df","quantile_8",0.0201951623450661,0.0353130955195098
"942",0.3,"mtcars_df","quantile_8",0.0345688873171041,0.491030764362217
"943",0.3,"swiss_df","quantile_8",0.0923330581351069,0.110803506689712
"944",0.3,"rock_df","quantile_8",20.6430946544691,7.59503075288732
"945",0.3,"USArrests_df","quantile_8",0.0222864250881373,0.492172164284693
"946",0.3,"iris_df","quantile_8",0.00751689632051075,0.00661131551543764
"947",0.3,"airquality_df","quantile_8",0.210679001364436,0.0268516438467929
"948",0.3,"faithful_df","quantile_8",0.00921345721630901,0.105691802886246
"949",0.3,"ChickWeight_df","quantile_8",0.7826910222145,0.13771687811545
"950",0.3,"diamonds_df","quantile_8",0.0236911737798845,32.308945208208
"951",0.3,"trees_df","linear",0.0162893198455166,0.0155732197216826
"952",0.3,"mtcars_df","linear",0.0196774063033186,0.364777264884859
"953",0.3,"swiss_df","linear",0.0718138785688562,0.0824307902661337
"954",0.3,"rock_df","linear",14.1129695723082,5.1518150982591
"955",0.3,"USArrests_df","linear",0.0223764123188232,0.380307341186552
"956",0.3,"iris_df","linear",0.00373476594908877,0.00404093079436047
"957",0.3,"airquality_df","linear",0.452882487448142,0.0279192293828059
"958",0.3,"faithful_df","linear",0.00782148465688695,0.0576002900690006
"959",0.3,"ChickWeight_df","linear",0.645347448983141,0.0072764241899064
"960",0.3,"diamonds_df","linear",0.0230766244129339,32.0822901918219
"961",0.3,"trees_df","poly",0.0995243224266011,0.089748133699042
"962",0.3,"mtcars_df","poly",1.70811930047119,0.166693356522955
"963",0.3,"swiss_df","poly",0.0745218123213167,0.110621691770858
"964",0.3,"rock_df","poly",24.2531197606092,6.34268737227246
"965",0.3,"USArrests_df","poly",0.0189941264891385,0.499058907195504
"966",0.3,"iris_df","poly",0.00273540940126416,0.0043180002525569
"967",0.3,"airquality_df","poly",0.315731017749954,0.0204863882948019
"968",0.3,"faithful_df","poly",0.00418264808719505,0.0336301416081519
"969",0.3,"ChickWeight_df","poly",0.358175729128396,0.188550223563012
"970",0.3,"diamonds_df","poly",0.00319329864617757,26.9949753391802
"971",0.3,"trees_df","akima",0.0296469539648301,0.0446658998660121
"972",0.3,"mtcars_df","akima",0.040132110481807,0.578886831244648
"973",0.3,"swiss_df","akima",0.113079415158824,0.179625065052939
"974",0.3,"rock_df","akima",16.744215312942,8.86721921340767
"975",0.3,"USArrests_df","akima",0.0183225919744501,0.388971620705858
"976",0.3,"iris_df","akima",0.00619508034393341,0.00383970980761703
"977",0.3,"airquality_df","akima",0.329701842085025,0.0290478844768314
"978",0.3,"faithful_df","akima",0.00627874732998032,0.0802907903399962
"979",0.3,"ChickWeight_df","akima",0.6788847852131,0.0036452476097063
"980",0.3,"diamonds_df","akima",0.0178730615955219,34.2579509438888
"981",0.4,"trees_df","quantile_1",0.100855814617879,0.222536442768691
"982",0.4,"mtcars_df","quantile_1",0.256415082603128,3.56317600988018
"983",0.4,"swiss_df","quantile_1",0.572468624062453,0.648406332057931
"984",0.4,"rock_df","quantile_1",76.1505104047521,36.0446792130278
"985",0.4,"USArrests_df","quantile_1",0.105027569282295,2.5253525420372
"986",0.4,"iris_df","quantile_1",0.0199633365786494,0.0165766040502243
"987",0.4,"airquality_df","quantile_1",0.835117277848778,0.122721357038443
"988",0.4,"faithful_df","quantile_1",0.0161194490053298,0.225162147311135
"989",0.4,"ChickWeight_df","quantile_1",1.41691811885964,0.201593249477825
"990",0.4,"diamonds_df","quantile_1",0.0394091478802583,33.41626884883
"991",0.4,"trees_df","quantile_4",0.0189286455866088,0.0343741242233975
"992",0.4,"mtcars_df","quantile_4",0.033430454009481,0.478791295526188
"993",0.4,"swiss_df","quantile_4",0.0936099544798453,0.119368728305282
"994",0.4,"rock_df","quantile_4",18.6223322732267,9.98348676361194
"995",0.4,"USArrests_df","quantile_4",0.024268134784729,0.442092358877344
"996",0.4,"iris_df","quantile_4",0.00702093639211583,0.00525678963199229
"997",0.4,"airquality_df","quantile_4",0.543344346423346,0.043286689234912
"998",0.4,"faithful_df","quantile_4",0.008992339111471,0.11247200801035
"999",0.4,"ChickWeight_df","quantile_4",0.872125971027124,0.135165593397153
"1000",0.4,"diamonds_df","quantile_4",0.039452916512411,34.0111860272112
"1001",0.4,"trees_df","quantile_7",0.0156199723018042,0.0375768148035743
"1002",0.4,"mtcars_df","quantile_7",0.0359780905897432,0.304615100860861
"1003",0.4,"swiss_df","quantile_7",0.0522951875232201,0.12803035860615
"1004",0.4,"rock_df","quantile_7",17.0696099156224,7.49156312160345
"1005",0.4,"USArrests_df","quantile_7",0.017892859961968,0.454909165766678
"1006",0.4,"iris_df","quantile_7",0.00837079150325418,0.00655696884838566
"1007",0.4,"airquality_df","quantile_7",0.199020366946512,0.0368295474162605
"1008",0.4,"faithful_df","quantile_7",0.00766766910592193,0.111274535287579
"1009",0.4,"ChickWeight_df","quantile_7",0.930929720850718,0.134104482268736
"1010",0.4,"diamonds_df","quantile_7",0.0378090683013226,33.9882793394515
"1011",0.4,"trees_df","quantile_8",0.012424107482951,0.0264928539539063
"1012",0.4,"mtcars_df","quantile_8",0.0312250639508583,0.624449027636415
"1013",0.4,"swiss_df","quantile_8",0.088633656000365,0.16547011683922
"1014",0.4,"rock_df","quantile_8",17.9257496665467,8.80348379342874
"1015",0.4,"USArrests_df","quantile_8",0.0243915880820243,0.456810397571361
"1016",0.4,"iris_df","quantile_8",0.00771010311832904,0.00573123446290339
"1017",0.4,"airquality_df","quantile_8",0.208218600751763,0.042080929558327
"1018",0.4,"faithful_df","quantile_8",0.00947718610654662,0.121811599027077
"1019",0.4,"ChickWeight_df","quantile_8",0.864243472269658,0.13591905705871
"1020",0.4,"diamonds_df","quantile_8",0.045336840323845,33.2520649637569
"1021",0.4,"trees_df","linear",0.0168389265848702,0.0275651908750788
"1022",0.4,"mtcars_df","linear",0.0181975606051022,0.45447035064708
"1023",0.4,"swiss_df","linear",0.0802957451948544,0.0934736761579594
"1024",0.4,"rock_df","linear",14.6404187919433,5.94550810616803
"1025",0.4,"USArrests_df","linear",0.0215960976991224,0.355548215017119
"1026",0.4,"iris_df","linear",0.00292803361651575,0.00331486502227114
"1027",0.4,"airquality_df","linear",0.386600285077112,0.0347179616755073
"1028",0.4,"faithful_df","linear",0.00658877034999567,0.0394395849515915
"1029",0.4,"ChickWeight_df","linear",0.713644959491575,0.00821208352456122
"1030",0.4,"diamonds_df","linear",0.0153919996586483,33.4845560433649
"1031",0.4,"trees_df","poly",2.88427770943488,0.11529794329042
"1032",0.4,"mtcars_df","poly",0.0855669646930376,0.262994390099452
"1033",0.4,"swiss_df","poly",0.183632568317078,0.179161900090013
"1034",0.4,"rock_df","poly",32.9595351964695,5.90479857493333
"1035",0.4,"USArrests_df","poly",0.0321200093880909,0.469523995335109
"1036",0.4,"iris_df","poly",0.00182562714047537,0.00214766988824737
"1037",0.4,"airquality_df","poly",0.287859253781174,0.0268487629149466
"1038",0.4,"faithful_df","poly",0.00361928853717109,0.028475822244331
"1039",0.4,"ChickWeight_df","poly",0.271284937543522,0.0816811279088333
"1040",0.4,"diamonds_df","poly",0.0046170924784986,25.9733797327204
"1041",0.4,"trees_df","akima",0.0158058544367051,0.0438793436756147
"1042",0.4,"mtcars_df","akima",0.0324968547052658,0.28071322598446
"1043",0.4,"swiss_df","akima",0.0896589912854305,0.108652484003653
"1044",0.4,"rock_df","akima",38.9772474799354,8.01511957889511
"1045",0.4,"USArrests_df","akima",0.0167587740562775,0.352906772806676
"1046",0.4,"iris_df","akima",0.0042498735107945,0.00344378726409464
"1047",0.4,"airquality_df","akima",0.459430500678765,0.0272910380422046
"1048",0.4,"faithful_df","akima",0.00758209471499726,0.0585396843185347
"1049",0.4,"ChickWeight_df","akima",0.750653656001594,0.00314986671029696
"1050",0.4,"diamonds_df","akima",0.0452996743467727,33.311905000078
"1051",0.5,"trees_df","quantile_1",0.11090724344746,0.22253644276869
"1052",0.5,"mtcars_df","quantile_1",0.210822411939405,2.19211278557404
"1053",0.5,"swiss_df","quantile_1",0.545633459553948,0.599422960053543
"1054",0.5,"rock_df","quantile_1",101.339529579358,35.6233510637751
"1055",0.5,"USArrests_df","quantile_1",0.104582746078069,2.14816774128204
"1056",0.5,"iris_df","quantile_1",0.0207192423228577,0.0183003836658928
"1057",0.5,"airquality_df","quantile_1",1.34413186034446,0.127882010926236
"1058",0.5,"faithful_df","quantile_1",0.0169809048843052,0.238138650012671
"1059",0.5,"ChickWeight_df","quantile_1",1.19686364418976,0.201593249477825
"1060",0.5,"diamonds_df","quantile_1",0.0190093013524076,35.4338057037454
"1061",0.5,"trees_df","quantile_4",0.0147765182188472,0.0352328712507638
"1062",0.5,"mtcars_df","quantile_4",0.0419695600666935,0.553634252553976
"1063",0.5,"swiss_df","quantile_4",0.0730633563118235,0.137812701442925
"1064",0.5,"rock_df","quantile_4",18.0576018092559,6.25756667411898
"1065",0.5,"USArrests_df","quantile_4",0.0194935176326033,0.389234261116056
"1066",0.5,"iris_df","quantile_4",0.00690839817373995,0.00568183700357099
"1067",0.5,"airquality_df","quantile_4",0.411879344583209,0.0388340215213429
"1068",0.5,"faithful_df","quantile_4",0.0089997157586514,0.110411811610502
"1069",0.5,"ChickWeight_df","quantile_4",0.853030213611422,0.136281369308388
"1070",0.5,"diamonds_df","quantile_4",0.0376523115360612,32.0082456905849
"1071",0.5,"trees_df","quantile_7",0.0161577693135954,0.0342859187074872
"1072",0.5,"mtcars_df","quantile_7",0.0326685512830766,0.481207440782426
"1073",0.5,"swiss_df","quantile_7",0.0880673618151413,0.11427462620127
"1074",0.5,"rock_df","quantile_7",18.2874753043752,6.63075821277107
"1075",0.5,"USArrests_df","quantile_7",0.0226923993057138,0.446880759869457
"1076",0.5,"iris_df","quantile_7",0.00695953579451085,0.0059607756038986
"1077",0.5,"airquality_df","quantile_7",0.211942582139703,0.0296982676301057
"1078",0.5,"faithful_df","quantile_7",0.00817074599350844,0.124950608587143
"1079",0.5,"ChickWeight_df","quantile_7",0.91193641974522,0.136559506406413
"1080",0.5,"diamonds_df","quantile_7",0.045272388605346,33.0803316838595
"1081",0.5,"trees_df","quantile_8",0.0196315239871153,0.0344897958314161
"1082",0.5,"mtcars_df","quantile_8",0.0343493587694168,0.33859699417643
"1083",0.5,"swiss_df","quantile_8",0.086905893254697,0.107255628087845
"1084",0.5,"rock_df","quantile_8",16.4444201656151,8.17952403775732
"1085",0.5,"USArrests_df","quantile_8",0.0180370460344724,0.437999558162744
"1086",0.5,"iris_df","quantile_8",0.00769675499163328,0.00526720859609197
"1087",0.5,"airquality_df","quantile_8",0.417901883979303,0.0392794425229046
"1088",0.5,"faithful_df","quantile_8",0.00941271644011175,0.110113028923151
"1089",0.5,"ChickWeight_df","quantile_8",0.922026166319486,0.135676503351192
"1090",0.5,"diamonds_df","quantile_8",0.0450476375513936,32.4094976775443
"1091",0.5,"trees_df","linear",0.0105698985260644,0.0326425268275764
"1092",0.5,"mtcars_df","linear",0.0252263369691034,0.341681997159085
"1093",0.5,"swiss_df","linear",0.0807046248018498,0.092500136586381
"1094",0.5,"rock_df","linear",15.4396494800612,6.31864088952671
"1095",0.5,"USArrests_df","linear",0.0145436976596743,0.397064449057964
"1096",0.5,"iris_df","linear",0.0053328976207806,0.002651093397297
"1097",0.5,"airquality_df","linear",0.299519136046439,0.0291841685447703
"1098",0.5,"faithful_df","linear",0.00620398932721115,0.074204678386545
"1099",0.5,"ChickWeight_df","linear",0.702080638237815,0.00745764701778326
"1100",0.5,"diamonds_df","linear",0.0181602040617758,31.4170932680203
"1101",0.5,"trees_df","poly",0.358528709808017,0.0413394141262214
"1102",0.5,"mtcars_df","poly",0.14925519301775,5.47766356716131
"1103",0.5,"swiss_df","poly",0.0580475637378493,0.0681057515516829
"1104",0.5,"rock_df","poly",10.9682678133357,7.58351434091892
"1105",0.5,"USArrests_df","poly",0.0172894866362263,0.499635272451784
"1106",0.5,"iris_df","poly",0.00203525531744433,0.00208801439228931
"1107",0.5,"airquality_df","poly",0.265041860436169,0.0320260790261322
"1108",0.5,"faithful_df","poly",0.00247931523243434,0.0298190801447212
"1109",0.5,"ChickWeight_df","poly",0.37377145906658,0.0468280429051393
"1110",0.5,"diamonds_df","poly",0.00352726433905004,26.8439133535283
"1111",0.5,"trees_df","akima",0.0164197854023165,0.0209919993526614
"1112",0.5,"mtcars_df","akima",0.024915353160898,0.191685846399915
"1113",0.5,"swiss_df","akima",0.121235655923094,0.128706134195767
"1114",0.5,"rock_df","akima",16.7460490220125,6.65215246461574
"1115",0.5,"USArrests_df","akima",0.0160112889389306,0.376902208314705
"1116",0.5,"iris_df","akima",0.0102635849090361,0.00277750579597739
"1117",0.5,"airquality_df","akima",0.559615112151243,0.0139449731883544
"1118",0.5,"faithful_df","akima",0.00648511925433343,0.065594286251587
"1119",0.5,"ChickWeight_df","akima",1.16217425282081,0.00284595978569379
"1120",0.5,"diamonds_df","akima",0.0461673327077889,32.7234934962562
"1121",0.6,"trees_df","quantile_1",0.120069651996452,0.206290042497783
"1122",0.6,"mtcars_df","quantile_1",0.245800799965588,3.5004767540783
"1123",0.6,"swiss_df","quantile_1",0.500918372401129,0.635235661773861
"1124",0.6,"rock_df","quantile_1",111.365131406082,49.166275099963
"1125",0.6,"USArrests_df","quantile_1",0.112213235614704,2.24783365998836
"1126",0.6,"iris_df","quantile_1",0.0209431365290179,0.0177444065034183
"1127",0.6,"airquality_df","quantile_1",1.44195754660653,0.132877439503322
"1128",0.6,"faithful_df","quantile_1",0.0179841206325916,0.268947678733208
"1129",0.6,"ChickWeight_df","quantile_1",1.47919494218836,0.201593249477825
"1130",0.6,"diamonds_df","quantile_1",0.0451625296339859,32.1485074387374
"1131",0.6,"trees_df","quantile_4",0.0223722759982246,0.0325716186107756
"1132",0.6,"mtcars_df","quantile_4",0.0389737998732323,0.568126738297588
"1133",0.6,"swiss_df","quantile_4",0.105949652340775,0.120184218152086
"1134",0.6,"rock_df","quantile_4",17.3340007507538,6.50996392790735
"1135",0.6,"USArrests_df","quantile_4",0.0217986653786525,0.457296230235698
"1136",0.6,"iris_df","quantile_4",0.00680995080271087,0.00543729057100123
"1137",0.6,"airquality_df","quantile_4",0.254200165099004,0.0427790425248751
"1138",0.6,"faithful_df","quantile_4",0.008925401863391,0.110622140051908
